x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.38398414850234985,0.8768002986907959,2.090639412699602e-07,0.4052572250366211,0.7967997789382935,-0.010983671061694622,0.45622870326042175,0.711405336856842,-0.02914179302752018,0.5113228559494019,0.6569536924362183,-0.04662320390343666,0.5489455461502075,0.6099159717559814,-0.06318926811218262,0.4081292152404785,0.6779608130455017,-0.04987669736146927,0.4718191921710968,0.6487725973129272,-0.08099313825368881,0.518390953540802,0.6373149156570435,-0.09975492209196091,0.5583856701850891,0.6310167908668518,-0.11205118149518967,0.41116198897361755,0.7250399589538574,-0.062117625027894974,0.519136905670166,0.7249411344528198,-0.0972403809428215,0.502354085445404,0.7566268444061279,-0.09934964030981064,0.4697455167770386,0.7636339664459229,-0.09800602495670319,0.42299413681030273,0.7823226451873779,-0.07465455681085587,0.5187790393829346,0.7818523645401001,-0.10266487300395966,0.4962137043476105,0.8059107065200806,-0.08919578790664673,0.4668172001838684,0.8062645792961121,-0.07738874107599258,0.43816110491752625,0.8413931727409363,-0.0883352980017662,0.5128008127212524,0.830330491065979,-0.10134366154670715,0.4927577078342438,0.843265950679779,-0.08896496891975403,0.46427226066589355,0.8447486162185669,-0.07922466099262238,x
0.3830122947692871,0.8784538507461548,2.784883008644101e-07,0.4041953682899475,0.7998594045639038,-0.01402992382645607,0.4519557058811188,0.7154340744018555,-0.03483782708644867,0.506130576133728,0.6614742279052734,-0.054601527750492096,0.5440312623977661,0.6180713176727295,-0.07306776195764542,0.4000924527645111,0.679058849811554,-0.0546610951423645,0.4648802876472473,0.649974524974823,-0.08955863118171692,0.5118966698646545,0.6385853290557861,-0.11107706278562546,0.5528181791305542,0.6328263282775879,-0.12493017315864563,0.402369886636734,0.7266303896903992,-0.06663969904184341,0.5145877599716187,0.7223559021949768,-0.1055176630616188,0.49864882230758667,0.7550734281539917,-0.10867170244455338,0.466814786195755,0.7630202770233154,-0.10727382451295853,0.4145296514034271,0.7842443585395813,-0.07919616997241974,0.5139930248260498,0.78325355052948,-0.11076372861862183,0.49187594652175903,0.8079270124435425,-0.09776156395673752,0.46264493465423584,0.8078476786613464,-0.08531571179628372,0.4304826259613037,0.8430706262588501,-0.09317240118980408,0.5089810490608215,0.8325642347335815,-0.10866938531398773,0.48866569995880127,0.8461847305297852,-0.0964759960770607,0.4591270387172699,0.8478059768676758,-0.08626052737236023,x
0.38001176714897156,0.8796711564064026,2.8381089123286074e-07,0.40403035283088684,0.7989130020141602,-0.014565853402018547,0.4529724419116974,0.7173377275466919,-0.036704570055007935,0.5065704584121704,0.666239321231842,-0.057611048221588135,0.5424786806106567,0.6270781755447388,-0.07722841948270798,0.3964470624923706,0.6824125647544861,-0.059103984385728836,0.46079882979393005,0.6540263295173645,-0.0958566814661026,0.5089890360832214,0.6429461240768433,-0.11942370980978012,0.5510739684104919,0.6361186504364014,-0.1345231533050537,0.3982431888580322,0.732833743095398,-0.07086995244026184,0.5087262988090515,0.7334387898445129,-0.11028040200471878,0.4942375123500824,0.763899028301239,-0.11424174904823303,0.4628778100013733,0.769916296005249,-0.1139235869050026,0.4103727638721466,0.7926068305969238,-0.08288592845201492,0.5086960196495056,0.7934901118278503,-0.11472626030445099,0.4879802167415619,0.8161505460739136,-0.10189630836248398,0.45852774381637573,0.8158918619155884,-0.08973798900842667,0.4266117811203003,0.8520545363426208,-0.09628961980342865,0.5040406584739685,0.8416990637779236,-0.11130940169095993,0.4845607876777649,0.8544232249259949,-0.0981128141283989,0.4548565149307251,0.8564695715904236,-0.08716756850481033,x
0.37408632040023804,0.9375083446502686,2.5232156986021437e-07,0.40128663182258606,0.8513317108154297,-0.01681371219456196,0.4607981741428375,0.7610240578651428,-0.03924425691366196,0.5221640467643738,0.7102074027061462,-0.060589808970689774,0.5599186420440674,0.6674071550369263,-0.08093719184398651,0.39631280303001404,0.7360697388648987,-0.06448402255773544,0.46737197041511536,0.7074034810066223,-0.10410591214895248,0.5177795886993408,0.6984813809394836,-0.1295560747385025,0.5645732283592224,0.6912224888801575,-0.14569807052612305,0.3962957262992859,0.7952578067779541,-0.07687273621559143,0.5180743932723999,0.7866071462631226,-0.1163574680685997,0.5006239414215088,0.8178836703300476,-0.12011734396219254,0.4686333239078522,0.8263018131256104,-0.12059172242879868,0.4065842926502228,0.8637844324111938,-0.08987011760473251,0.5170563459396362,0.856819748878479,-0.1217588558793068,0.4927556812763214,0.8780341744422913,-0.10792788863182068,0.4611392617225647,0.877350926399231,-0.09627705812454224,0.42054450511932373,0.9312008023262024,-0.10485027730464935,0.5110052824020386,0.9149336814880371,-0.12023983150720596,0.48968642950057983,0.9250913858413696,-0.10647427290678024,0.4559231400489807,0.9282114505767822,-0.09607835114002228,x
0.36970722675323486,0.9562803506851196,4.5507485424423066e-07,0.4020739793777466,0.8571184277534485,-0.02173125371336937,0.4665426015853882,0.7609812021255493,-0.050485070794820786,0.5342275500297546,0.7128040790557861,-0.07687952369451523,0.5802450776100159,0.6745855212211609,-0.10158344358205795,0.3918019235134125,0.7460265159606934,-0.08184563368558884,0.4743214547634125,0.7232253551483154,-0.1285107582807541,0.5288662910461426,0.7102320790290833,-0.1577354222536087,0.5790746808052063,0.7004238367080688,-0.17618156969547272,0.3890644907951355,0.8161267638206482,-0.09467797726392746,0.5267173647880554,0.8048903942108154,-0.1444798707962036,0.5111497640609741,0.8288099765777588,-0.14978307485580444,0.476869136095047,0.8324670195579529,-0.15026776492595673,0.4005323648452759,0.8906174898147583,-0.1077645868062973,0.526607871055603,0.8779154419898987,-0.14741042256355286,0.5014929175376892,0.8933414816856384,-0.1306232064962387,0.46480247378349304,0.8898637890815735,-0.11538517475128174,0.41861534118652344,0.9605603814125061,-0.12309826165437698,0.5215957164764404,0.9393070936203003,-0.14151838421821594,0.49825143814086914,0.9451007843017578,-0.12547224760055542,0.46056509017944336,0.9470853209495544,-0.11294259876012802,x
0.3506944477558136,0.9682204127311707,4.892553420177137e-07,0.38609886169433594,0.8632319569587708,-0.019619561731815338,0.45608678460121155,0.7637902498245239,-0.047728244215250015,0.5294297933578491,0.7096967697143555,-0.07390761375427246,0.5790268182754517,0.6624652147293091,-0.09839349240064621,0.37714651226997375,0.7453874945640564,-0.07952919602394104,0.46537861227989197,0.7145242691040039,-0.12437479943037033,0.5260400772094727,0.700715959072113,-0.1523943394422531,0.5774368047714233,0.6954889893531799,-0.169694721698761,0.3760717809200287,0.8199478387832642,-0.09313718229532242,0.5194859504699707,0.7974781394004822,-0.143069326877594,0.507909893989563,0.820847749710083,-0.14813026785850525,0.4707021713256836,0.8297300934791565,-0.14697323739528656,0.3897934556007385,0.8978022933006287,-0.10636342316865921,0.5200626254081726,0.8770700693130493,-0.14475959539413452,0.49764710664749146,0.8912628889083862,-0.12687881290912628,0.4581216871738434,0.8896234035491943,-0.11007502675056458,0.4103247821331024,0.9712249040603638,-0.12150654196739197,0.5172846913337708,0.9478451013565063,-0.13733842968940735,0.4947451651096344,0.95326167345047,-0.11874566227197647,0.454105943441391,0.9576248526573181,-0.1039525493979454,x
0.34830430150032043,0.959397554397583,6.339381570796832e-07,0.38860082626342773,0.8473805785179138,-0.029904179275035858,0.4563230872154236,0.7454354763031006,-0.06718597561120987,0.5276559591293335,0.6888849139213562,-0.10167411714792252,0.5749902725219727,0.6394360661506653,-0.13432618975639343,0.3568750321865082,0.7214051485061646,-0.09694387763738632,0.4484424591064453,0.6974427103996277,-0.1535375714302063,0.5103699564933777,0.6836826205253601,-0.18954361975193024,0.5664157867431641,0.6746702790260315,-0.2117949277162552,0.35405510663986206,0.8029376268386841,-0.11023013293743134,0.512006402015686,0.7897207140922546,-0.16644255816936493,0.4984615743160248,0.8234595656394958,-0.17128489911556244,0.46173641085624695,0.8307055830955505,-0.1714908480644226,0.3692355751991272,0.8886275291442871,-0.12489154934883118,0.5139690637588501,0.8746639490127563,-0.16997231543064117,0.48694249987602234,0.8963761925697327,-0.14914223551750183,0.44518837332725525,0.8944815993309021,-0.13122698664665222,0.3913936913013458,0.9685769081115723,-0.14287985861301422,0.5085723400115967,0.9481639266014099,-0.16457146406173706,0.4819704592227936,0.959671139717102,-0.14520776271820068,0.43780702352523804,0.9649981260299683,-0.1300571858882904,x
0.3428140878677368,0.9574299454689026,7.423379884130554e-07,0.3855423629283905,0.8432546854019165,-0.03414638713002205,0.4546510875225067,0.7432482838630676,-0.07214350253343582,0.5291475057601929,0.6919171214103699,-0.1065971627831459,0.5758135318756104,0.6509985327720642,-0.1391105353832245,0.350864440202713,0.7207179069519043,-0.09948910027742386,0.45135149359703064,0.6974659562110901,-0.1561070680618286,0.5137117505073547,0.6804008483886719,-0.19241511821746826,0.5721852779388428,0.66651850938797,-0.21494242548942566,0.3479856252670288,0.8073697686195374,-0.11079512536525726,0.5123059153556824,0.79510897397995,-0.16604197025299072,0.49939674139022827,0.8228404521942139,-0.1704397350549698,0.46512261033058167,0.8251153230667114,-0.17096006870269775,0.3637557625770569,0.89469975233078,-0.12385392934083939,0.5139983892440796,0.8795433640480042,-0.1677251160144806,0.4879159927368164,0.8965784907341003,-0.1461327224969864,0.4472842812538147,0.8918853402137756,-0.1279914379119873,0.3866991102695465,0.9743971824645996,-0.14099882543087006,0.5084919333457947,0.9519400596618652,-0.16136640310287476,0.484322190284729,0.9599571228027344,-0.14057445526123047,0.4415527284145355,0.9644186496734619,-0.12450221180915833,x
0.35596349835395813,0.935552179813385,5.157121449883562e-07,0.3945282995700836,0.8248952031135559,-0.022429421544075012,0.460287868976593,0.7215099334716797,-0.054226331412792206,0.5338778495788574,0.6668210029602051,-0.08482573926448822,0.5822277069091797,0.6244257092475891,-0.1137116402387619,0.36870846152305603,0.6943707466125488,-0.0856657326221466,0.45512524247169495,0.66376793384552,-0.13724859058856964,0.5144100785255432,0.6505393385887146,-0.16957537829875946,0.569082498550415,0.6413852572441101,-0.1898464858531952,0.36304256319999695,0.7694395780563354,-0.10126268863677979,0.5158334374427795,0.7605196833610535,-0.15344853699207306,0.5000587701797485,0.7957747578620911,-0.1571100354194641,0.46273893117904663,0.8030085563659668,-0.1568651646375656,0.37388134002685547,0.851053774356842,-0.11792923510074615,0.5160126686096191,0.8404033184051514,-0.1610477715730667,0.49046266078948975,0.865238606929779,-0.1425388902425766,0.4514402747154236,0.8652192950248718,-0.12617342174053192,0.393849641084671,0.9304969906806946,-0.13715752959251404,0.5104179382324219,0.9094265699386597,-0.1579805314540863,0.4872966408729553,0.9211268424987793,-0.14044374227523804,0.44591155648231506,0.9276670217514038,-0.12663261592388153,x
0.3726905882358551,0.8799189329147339,4.0636459175402706e-07,0.4066636562347412,0.7768601179122925,-0.01938863843679428,0.46162107586860657,0.6737632751464844,-0.046543873846530914,0.5258462429046631,0.6158291697502136,-0.07315229624509811,0.5707383155822754,0.5768115520477295,-0.09818273782730103,0.3768104314804077,0.6370859146118164,-0.06872206926345825,0.454239159822464,0.6106346845626831,-0.11444665491580963,0.5081865191459656,0.5988045930862427,-0.1434120088815689,0.5577173233032227,0.5862762928009033,-0.16167987883090973,0.3729763925075531,0.7035089135169983,-0.08271552622318268,0.5155894160270691,0.7032263875007629,-0.1289486289024353,0.5012204051017761,0.7430791854858398,-0.1320883333683014,0.4669490456581116,0.7495090961456299,-0.1317187398672104,0.3846859037876129,0.7782687544822693,-0.09829483926296234,0.5147677659988403,0.7783637642860413,-0.13826073706150055,0.4912068247795105,0.8061319589614868,-0.12361406534910202,0.4568963646888733,0.8043779730796814,-0.10998699814081192,0.4055234491825104,0.851547122001648,-0.11604606360197067,0.5083484053611755,0.8370310068130493,-0.13576513528823853,0.4867965877056122,0.8536645174026489,-0.12145580351352692,0.45066145062446594,0.8586133122444153,-0.10982582718133926,x
